,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
128,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
129,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
130,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
131,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
132,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
133,Alejandro G. IÃÂ±ÃÂ¡rritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. IÃÂ±ÃÂ¡rritu Adventure Drama Thriller Western
134,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
135,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
136,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
137,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
138,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
139,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
140,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
141,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
142,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
143,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
144,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
145,Alfonso CuarÃÂ³n,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso CuarÃÂ³n Adventure Family Fantasy Mystery
146,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
147,M. Night Shyamalan,Will Smith,ZoÃÂ« Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,Will Smith ZoÃÂ« Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
148,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
149,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
150,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
151,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
152,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
153,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
154,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
155,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
156,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
157,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
158,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
159,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
160,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
161,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
162,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
163,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
164,McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
165,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
166,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
167,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
168,Joseph Kosinski,Morgan Freeman,Tom Cruise,ZoÃÂ« Bell,Action Adventure Mystery Sci-Fi,oblivion,Morgan Freeman Tom Cruise ZoÃÂ« Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
169,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
170,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
171,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, inc.",Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
172,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolverine,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
173,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
174,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,the croods,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
175,FrÃÂ©dÃÂ©ric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,asterix at the olympic games,Alain Delon Santiago Segura Vanessa Hessler FrÃÂ©dÃÂ©ric Forestier Adventure Comedy Family Fantasy
176,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
177,Alfonso CuarÃÂ³n,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,gravity,Phaldut Sharma Basher Savage Amy Warren Alfonso CuarÃÂ³n Adventure Drama Sci-Fi Thriller
178,Roger Donaldson,Jamie RenÃÂ©e Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,dante's peak,Jamie RenÃÂ©e Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
179,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
180,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
181,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,san andreas,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
182,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,tomorrow never dies,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
183,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,insurgent,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller
184,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,gulliver's travels,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
185,unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime,the a-teamÃÂ            ,George Peppard Dirk Benedict Dwight Schultz unknown Action Adventure Crime
186,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy,the smurfs,Mahadeo Shivraj Tim Gunn Madison McKinley Raja Gosnell Adventure Animation Comedy Family Fantasy
187,Robert Schwentke,Naomi Watts,Theo James,ZoÃÂ« Kravitz,Action Adventure Mystery Sci-Fi Thriller,allegiant,Naomi Watts Theo James ZoÃÂ« Kravitz Robert Schwentke Action Adventure Mystery Sci-Fi Thriller
188,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure Animation Comedy Family Fantasy,the smurfs 2,Jacob Tremblay Nancy O'Dell Vanessa Matsui Raja Gosnell Adventure Animation Comedy Family Fantasy
189,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller,live free or die hard,Bruce Willis Jonathan Sadowski Cyril Raffaelli Len Wiseman Action Adventure Thriller
190,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
191,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy,the cat in the hat,Sean Hayes Kelly Preston Spencer Breslin Bo Welch Adventure Comedy Family Fantasy
192,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War,kingdom of heaven,Liam Neeson Orlando Bloom Philip Glenister Ridley Scott Action Adventure Drama History War
193,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy,stuart little,Chazz Palminteri Nathan Lane Jeffrey Jones Rob Minkoff Adventure Comedy Family Fantasy
194,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure Drama Sci-Fi,the martian,Matt Damon Donald Glover Benedict Wong Ridley Scott Adventure Drama Sci-Fi
195,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Family Fantasy Mystery,harry potter and the chamber of secrets,Daniel Radcliffe Rupert Grint Emma Watson Chris Columbus Adventure Family Fantasy Mystery
196,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure Animation Comedy Family Fantasy,the emperor's new groove,Eartha Kitt Wendie Malick John Fiedler Mark Dindal Adventure Animation Comedy Family Fantasy
197,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Action Adventure Thriller,the expendables 2,Jason Statham Sylvester Stallone Bruce Willis Simon West Action Adventure Thriller
198,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action Adventure Comedy Family Mystery,national treasure,Nicolas Cage Armando Riesco Annie Parisse Jon Turteltaub Action Adventure Comedy Family Mystery
199,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action Adventure Family Fantasy,eragon,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
200,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure Drama Family Fantasy,where the wild things are,Catherine O'Hara Ryan Corr Max Records Spike Jonze Adventure Drama Family Fantasy
201,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Adventure Animation Family Fantasy,epic,Josh Hutcherson Emma Kenney Troy Evans Chris Wedge Adventure Animation Family Fantasy
202,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Adventure Drama Thriller,blood diamond,Leonardo DiCaprio Djimon Hounsou Stephen Collins Edward Zwick Adventure Drama Thriller
203,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action Adventure Fantasy,batman forever,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
204,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Action Adventure Animation Family Fantasy,legend of the guardians: the owls of ga'hoole,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
205,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Adventure Animation Family Sci-Fi,treasure planet,Joseph Gordon-Levitt Martin Short Michael Wincott Ron Clements Adventure Animation Family Sci-Fi
206,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Adventure Comedy Sci-Fi,land of the lost,Will Ferrell Anna Friel Bobb'e J. Thompson Brad Silberling Adventure Comedy Sci-Fi
207,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Action Adventure Thriller,the expendables 3,Jason Statham Sylvester Stallone Harrison Ford Patrick Hughes Action Adventure Thriller
208,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Action Adventure Biography Drama History Thriller,in the heart of the sea,Chris Hemsworth Benjamin Walker Frank Dillane Ron Howard Action Adventure Biography Drama History Thriller
209,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Adventure Animation Comedy Family,the peanuts movie,Francesca Capaldi Venus Schultheis Bill Melendez Steve Martino Adventure Animation Comedy Family
210,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action Adventure Fantasy Thriller,the mummy returns,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
211,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action Adventure Sci-Fi,the fifth element,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
212,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Adventure Animation Comedy Family Romance,the road to el dorado,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure Animation Comedy Family Romance
213,Steve Martino,Peter Dinklage,Josh Gad,Drake,Adventure Animation Comedy Family,ice age: continental drift,Peter Dinklage Josh Gad Drake Steve Martino Adventure Animation Comedy Family
214,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Adventure Animation Comedy Family,finding nemo,Alexander Gould Stephen Root Brad Garrett Andrew Stanton Adventure Animation Comedy Family
215,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action Adventure Drama Fantasy,the lord of the rings: the return of the king,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action Adventure Drama Fantasy
216,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the two towers,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
217,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,Action Adventure Fantasy,seventh son,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action Adventure Fantasy
218,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Action Adventure Fantasy Thriller,lara croft: tomb raider,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action Adventure Fantasy Thriller
219,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,Action Adventure Sci-Fi Thriller,jurassic park iii,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action Adventure Sci-Fi Thriller
220,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,Adventure Family Fantasy,the spiderwick chronicles,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure Family Fantasy
221,Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,Action Adventure Animation Family,the incredibles,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action Adventure Animation Family
222,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,Action Adventure Comedy,cutthroat island,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action Adventure Comedy
