movie_title,actor_name
robin hood: prince of thieves,Alan Rickman
jerry maguire,Tom Cruise
ted,Mila Kunis
as good as it gets,Lupe Ontiveros
patch adams,Robin Williams
anchorman 2: the legend continues,Harrison Ford
mr. deeds,Steve Buscemi
super 8,Joel Courtney
erin brockovich,Julia Roberts
how to lose a guy in 10 days,Matthew McConaughey
22 jump street,Channing Tatum
interview with the vampire: the vampire chronicles,Brad Pitt
yes man,Bradley Cooper
central intelligence,Dwayne Johnson
stepmom,Julia Roberts
daddy's home,Will Ferrell
into the woods,Johnny Depp
inside man,Denzel Washington
payback,Bill Duke
congo,Dylan Walsh
we bought a zoo,Scarlett Johansson
knowing,Nicolas Cage
failure to launch,Bradley Cooper
the ring two,Naomi Watts
"crazy, stupid, love.",Ryan Gosling
garfield,Bill Murray
christmas with the kranks,Jamie Lee Curtis
moneyball,Philip Seymour Hoffman
outbreak,Kevin Spacey
non-stop,Liam Neeson
race to witch mountain,Dwayne Johnson
v for vendetta,Natalie Portman
shanghai knights,Fann Wong
unforgottenÂ            ,Bernard Hill
curious george,Will Ferrell
herbie fully loaded,Scoot McNairy
don't say a word,Oliver Platt
hansel & gretel: witch hunters,Jeremy Renner
unfaithful,Olivier Martinez
i am number four,Alex Pettyfer
13 hours,Toby Stephens
the book of life,Channing Tatum
firewall,Jimmy Bennett
absolute power,Clint Eastwood
g.i. jane,Viggo Mortensen
the game,Deborah Kara Unger
silent hill,Radha Mitchell
the replacements,Keanu Reeves
american reunion,Alyson Hannigan
the negotiator,Kevin Spacey
into the storm,Matt Walsh
beverly hills cop iii,Louis Lombardi
gremlins 2: the new batch,Christopher Lee
the judge,Robert Downey Jr.
the peacemaker,Armin Mueller-Stahl
resident evil: apocalypse,Milla Jovovich
bridget jones: the edge of reason,Colin Firth
out of time,Denzel Washington
on deadly ground,Mike Starr
the adventures of sharkboy and lavagirl 3-d,Taylor Lautner
the beach,Leonardo DiCaprio
raising helen,Amber Valletta
ninja assassin,ShÃ´ Kosugi
for love of the game,J.K. Simmons
a touch of frostÂ            ,David Jason
striptease,Demi Moore
marmaduke,Emma Stone
hereafter,Matt Damon
assassins,Muse Watson
hannibal rising,Li Gong
the story of us,Bruce Willis
basic,Connie Nielsen
blood work,Clint Eastwood
the international,Naomi Watts
escape from l.a.,Steve Buscemi
twistedÂ            ,Grey Damon
the iron giant,Vin Diesel
the life aquatic with steve zissou,Bill Murray
free state of jones,Matthew McConaughey
the life of david gale,Kevin Spacey
man of the house,Christina Milian
run all night,Liam Neeson
eastern promises,Viggo Mortensen
into the blue,Paul Walker
the messenger: the story of joan of arc,Paul Brooke
your highness,Natalie Portman
dream house,Naomi Watts
mad city,Mia Kirshner
baby's day out,Joe Mantegna
the scarlet letter,Gary Oldman
fair game,Naomi Watts
defianceÂ            ,Julie Benz
domino,Ian Ziering
jade,Michael Biehn
gamer,Gerard Butler
beautiful creatures,Alden Ehrenreich
death to smoochy,Robin Williams
zoolander 2,Milla Jovovich
the big bounce,Morgan Freeman
what planet are you from?,Judy Greer
drive angry,Nicolas Cage
street fighter: the legend of chun-li,Chris Klein
the one,Jason Statham
outlanderÂ            ,Tobias Menzies
the adventures of ford fairlane,Lauren Holly
pirate radio,Philip Seymour Hoffman
traffic,Michael O'Neill
indiana jones and the last crusade,Harrison Ford
anna karenina,Kelly Macdonald
chappie,Hugh Jackman
the bone collector,Denzel Washington
panic room,Kristen Stewart
the tooth fairy,P.J. Soles
three kings,Judy Greer
child 44,Tom Hardy
rat race,Corinna Harney
k-pax,Kevin Spacey
kate & leopold,Hugh Jackman
bedazzled,Brendan Fraser
the cotton club,Nicolas Cage
3:10 to yuma,Christian Bale
taken 3,Liam Neeson
out of sight,Don Cheadle
the cable guy,Matthew Broderick
earth,Nandita Das
dick tracy,Charlie Korsmo
the thomas crown affair,Mark Margolis
riding in cars with boys,Rosie Perez
solaris,Donatas Banionis
happily n'ever after,Sarah Michelle Gellar
mary reilly,Julia Roberts
my best friend's wedding,Julia Roberts
america's sweethearts,Julia Roberts
insomnia,Al Pacino
star trek: first contact,LeVar Burton
jonah hex,Michael Fassbender
courage under fire,Denzel Washington
liar liar,Maura Tierney
the infiltrator,Joseph Gilgun
inchon,Laurence Olivier
the flintstones,Jonathan Winters
taken 2,Liam Neeson
scary movie 3,Regina Hall
miss congeniality,Candice Bergen
journey to the center of the earth,Josh Hutcherson
the princess diaries 2: royal engagement,Anne Hathaway
the pelican brief,Denzel Washington
the client,Bradley Whitford
the bucket list,Morgan Freeman
patriot games,Harrison Ford
monster-in-law,Adam Scott
prisoners,Hugh Jackman
training day,Denzel Washington
galaxy quest,Alan Rickman
scary movie 2,Natasha Lyonne
the muppets,Bill Cobbs
blade,Sanaa Lathan
coach carter,Channing Tatum
changing lanes,Sydney Pollack
anaconda,Frank Welker
coyote ugly,Adam Garcia
love actually,Colin Firth
a bug's life,Kevin Spacey
the specialist,Sylvester Stallone
tin cup,Don Johnson
"yours, mine and ours",Lucille Ball
kicking & screaming,Josh Hutcherson
the hitchhiker's guide to the galaxy,Zooey Deschanel
fat albert,Dania Ramirez
resident evil: extinction,Milla Jovovich
blended,Bella Thorne
last holiday,LL Cool J
the river wild,Meryl Streep
the indian in the cupboard,Steve Coogan
savages,DemiÃ¡n Bichir
cellular,Richard Burgi
johnny english,Kevin McNally
the ant bully,Nicolas Cage
dune,Virginia Madsen
revolutionary road,Leonardo DiCaprio
16 blocks,Bruce Willis
babylon a.d.,Vin Diesel
the glimmer man,Alexa PenaVega
multiplicity,John de Lancie
aliens in the attic,Malese Jow
the pledge,Costas Mandylor
the producers,Jon Lovitz
dredd,Wood Harris
the phantom,Cary-Hiroyuki Tagawa
all the pretty horses,Matt Damon
nixon,Anthony Hopkins
the ghost writer,Jim Belushi
deep rising,Djimon Hounsou
miracle at st. anna,Joseph Gordon-Levitt
curse of the golden flower,Li Gong
bangkok dangerous,Nicolas Cage
big trouble,Zooey Deschanel
love in the time of cholera,Marcela Mar
the returnedÂ            ,Pierre Perrier
shadow conspiracy,Sam Waterston
johnny english reborn,Daniel Kaluuya
foodfight!,Jerry Stiller
argo,Clea DuVall
the fugitive,Harrison Ford
the bounty hunter,Gerard Butler
sleepers,Robert De Niro
rambo: first blood part ii,Sylvester Stallone
the juror,Joseph Gordon-Levitt
pinocchio,Mel Blanc
heaven's gate,Jeff Bridges
underworld: evolution,Sophia Myles
finding forrester,F. Murray Abraham
28 days,Steve Buscemi
unleashed,Morgan Freeman
the sweetest thing,Judith Chapman
the firm,Tom Cruise
charlie st. cloud,Augustus Prew
the mechanic,Jason Statham
21 jump street,Channing Tatum
notting hill,Julia Roberts
chicken run,Imelda Staunton
along came polly,Philip Seymour Hoffman
boomerang,John Witherspoon
the heat,Michael Rapaport
cleopatra,Martin Landau
here comes the boom,Salma Hayek
high crimes,Morgan Freeman
the mirror has two faces,Jeff Bridges
the mothman prophecies,Debra Messing
brÃ¼no,Bono
licence to kill,Robert Davi
red riding hood,Gary Oldman
15 minutes,Robert De Niro
super mario bros.,Bob Hoskins
lord of war,Nicolas Cage
one for the money,Fisher Stevens
the interview,James Franco
the warrior's way,Tony Cox
mchale's navyÂ            ,Tim Conway
micmacs,Omar Sy
8 mile,Mekhi Phifer
animal kingdom: let's go ape,Jamel Debbouze
a knight's tale,Heath Ledger
the medallion,Julian Sands
the sixth sense,Bruce Willis
man on a ledge,Robert Clohessy
the big year,Joel McHale
american hustle,Jennifer Lawrence
the proposal,Ryan Reynolds
double jeopardy,Bruce Greenwood
back to the future part ii,Lea Thompson
lucy,Scarlett Johansson
fifty shades of grey,Jennifer Ehle
spy kids 3-d: game over,Sylvester Stallone
a time to kill,Kevin Spacey
cheaper by the dozen,Tom Welling
lone survivor,Jerry Ferrara
a league of their own,Tom Hanks
the conjuring 2,Javier Botet
the social network,Andrew Garfield
he's just not that into you,Carmen Perez
scary movie 4,Beau Mirchoff
scream 3,Kelly Rutherford
back to the future part iii,Lea Thompson
get hard,Will Ferrell
bram stoker's dracula,Keanu Reeves
julie & julia,Meryl Streep
42,Harrison Ford
the talented mr. ripley,Philip Seymour Hoffman
dumb and dumber to,Bill Murray
eight below,Paul Walker
the intern,Robert De Niro
ride along 2,Olivia Munn
the last of the mohicans,Wes Studi
ray,Bokeem Woodbine
sin city,Rosario Dawson
vantage point,Dennis Quaid
"i love you, man",J.K. Simmons
shallow hal,Jason Alexander
jfk,Sally Kirkland
big momma's house 2,ChloÃ« Grace Moretz
the mexican,J.K. Simmons
unbroken,Finn Wittrock
17 again,Matthew Perry
the other woman,Don Johnson
the final destination,Krista Allen
bridge of spies,Tom Hanks
behind enemy lines,Joaquim de Almeida
get him to the greek,Pink
shall we dance,Lisa Ann Walter
small soldiers,Kirsten Dunst
spawn,Michael Jai White
the count of monte cristo,Henry Cavill
the lincoln lawyer,Matthew McConaughey
the prestige,Christian Bale
horrible bosses 2,Kevin Spacey
escape from planet earth,Brendan Fraser
apocalypto,Rudy Youngblood
the living daylights,Joe Don Baker
predators,Topher Grace
legal eagles,Brian Dennehy
secret window,Johnny Depp
the lake house,Keanu Reeves
the skeleton key,Gena Rowlands
the odd life of timothy green,Jennifer Garner
made of honor,Busy Philipps
jersey boys,Johnny Cannizzaro
the rainmaker,Matt Damon
gothika,Robert Downey Jr.
amistad,Anthony Hopkins
medicine man,Lorraine Bracco
aliens vs. predator: requiem,Sam Trammell
riÂ¢hie riÂ¢h,Macaulay Culkin
autumn in new york,J.K. Simmons
music and lyrics,Brad Garrett
paul,Bobby Lee
the guilt trip,Miriam Margolyes
scream 4,Alison Brie
8mm,Nicolas Cage
the doors,Michael Wincott
sex tape,James Wilcox
hanging up,Adam Arkin
final destination 5,Emma Bell
mickey blue eyes,Jeanne Tripplehorn
pay it forward,Kevin Spacey
fever pitch,Jimmy Fallon
arthurÂ            ,Bruce Dinsmore
drillbit taylor,Lisa Ann Walter
a million ways to die in the west,Liam Neeson
the shadow,Jonathan Winters
extremely loud & incredibly close,Tom Hanks
morning glory,Noah Bean
get rich or die tryin',50 Cent
the art of war,Michael Biehn
rent,Rosario Dawson
bless the child,Rufus Sewell
the out-of-towners,Oliver Hudson
the island of dr. moreau,Marlon Brando
the musketeer,Catherine Deneuve
the other boleyn girl,Natalie Portman
sweet november,Keanu Reeves
the reaping,Stephen Rea
mean streets,Robert De Niro
renaissance man,Ed Begley Jr.
colombiana,Jordi MollÃ 
the magic sword: quest for camelot,Gary Oldman
city by the sea,Robert De Niro
at first sight,Mira Sorvino
torque,Dane Cook
city hall,Al Pacino
showgirls,Bobbie Phillips
marie antoinette,Kirsten Dunst
kiss of death,Nicolas Cage
get carter,Sylvester Stallone
the impossible,Naomi Watts
ishtar,Carol Kane
fantastic mr. fox,Bill Murray
life or something like it,Angelina Jolie Pitt
memoirs of an invisible man,Richard Epcar
amÃ©lie,Mathieu Kassovitz
new york minute,Mary-Kate Olsen
alfie,Omar Epps
big miracle,Ted Danson
the deep end of the ocean,Alexa PenaVega
feardotcom,Natascha McElhone
cirque du freak: the vampire's assistant,Josh Hutcherson
duplex,Justin Theroux
soul men,Bernie Mac
raise the titanic,M. Emmet Walsh
universal soldier: the return,Michael Jai White
pandorum,Norman Reedus
impostor,Gary Dourdan
extreme ops,Rufus Sewell
just visiting,Bridgette Wilson-Sampras
sunshine,Chris Evans
a thousand words,John Gatins
delgo,Eric Idle
the gunman,Ray Winstone
alex rider: operation stormbreaker,Alex Pettyfer
hackers,Angelina Jolie Pitt
the hunting party,James Brolin
the hudsucker proxy,Jennifer Jason Leigh
the warlords,Jet Li
nomad: the warrior,Jay Hernandez
snowpiercer,Chris Evans
a monster in paris,Adam Goldberg
the last shot,Matthew Broderick
the crow,Michael Wincott
baahubali: the beginning,Tamannaah Bhatia
the time traveler's wife,Arliss Howard
because i said so,Colin Ferguson
the fast and the furious,Paul Walker
frankenweenie,Martin Landau
serenity,Adam Baldwin
against the ropes,Omar Epps
superman iii,Margot Kidder
grudge match,Robert De Niro
red cliff,Takeshi Kaneshiro
sweet home alabama,Ethan Embry
the ugly truth,Gerard Butler
sgt. bilko,Austin Pendleton
spy kids 2: island of lost dreams,Steve Buscemi
star trek: generations,LeVar Burton
the grandmaster,Tony Chiu Wai Leung
water for elephants,Robert Pattinson
3rd rock from the sunÂ            ,Joseph Gordon-Levitt
dragon nest: warriors' dawn,Blythe Auffarth
the hurricane,Denzel Washington
enough,Bill Cobbs
heartbreakers,Sarah Silverman
paul blart: mall cop 2,D.B. Woodside
angel eyes,Sonia Braga
joe somebody,Jim Belushi
the ninth gate,Johnny Depp
extreme measures,J.K. Simmons
rock star,Beth Grant
white squall,Jeff Bridges
the thing,Wilford Brimley
riddick,Vin Diesel
switchback,Gregory Scott Cummins
texas rangers,Tom Skerritt
city of ember,Bill Murray
the master,Mike Howard
virgin territory,Hayden Christensen
the express,Dennis Quaid
the 5th wave,ChloÃ« Grace Moretz
creed,Sylvester Stallone
the town,Jeremy Renner
what to expect when you're expecting,Anna Kendrick
burn after reading,J.K. Simmons
nim's island,Gerard Butler
rush,Chris Hemsworth
magnolia,Patton Oswalt
cop out,Bruce Willis
how to be single,Alison Brie
dolphin tale,Morgan Freeman
john q,Denzel Washington
blue streak,Peter Greene
we're the millers,Laura-Leigh
obitaemyy ostrov,Yuliya Snigir
breakdown,Kathleen Quinlan
never say never again,Bernie Casey
hot tub time machine,Charlie McDermott
dolphin tale 2,Morgan Freeman
reindeer games,Charlize Theron
a man apart,Vin Diesel
ghosts of mississippi,Alexa PenaVega
snow falling on cedars,Rick Yune
the rite,Anthony Hopkins
gattaca,Blair Underwood
isn't she great,Stockard Channing
space chimps,Cheryl Hines
head of state,Bernie Mac
the hangover,Bradley Cooper
ip man 3,Mike Tyson
austin powers: the spy who shagged me,Muse Watson
batman,Michael Gough
there be dragons,Jordi MollÃ 
lethal weapon 3,Rene Russo
the blind side,Catherine Dyer
rush hourÂ            ,Jon Foo
spy kids,Alexa PenaVega
horrible bosses,Kevin Spacey
true grit,Matt Damon
the devil wears prada,Meryl Streep
star trek: the motion picture,Leonard Nimoy
identity thief,Jon Favreau
cape fear,Robert De Niro
21,Kevin Spacey
trainwreck,Amy Schumer
guess who,Bernie Mac
the english patient,Colin Firth
l.a. confidential,Kevin Spacey
sky high,Michael Angarano
in & out,Tom Selleck
species,Natasha Henstridge
the cell,Dylan Baker
the man in the iron mask,Leonardo DiCaprio
secretariat,Scott Glenn
tmnt,Chris Evans
radio,Alfre Woodard
friends with benefits,Mila Kunis
neighbors 2: sorority rising,ChloÃ« Grace Moretz
saving mr. banks,Tom Hanks
malcolm x,Denzel Washington
this is 40,Charlyne Yi
old dogs,Robin Williams
underworld: rise of the lycans,Craig Parker
license to wed,Robin Williams
the benchwarmers,Jon Lovitz
must love dogs,Stockard Channing
donnie brasco,Johnny Depp
resident evil,Milla Jovovich
the ladykillers,J.K. Simmons
max payne,Mila Kunis
in time,Matt Bomer
the back-up plan,Danneel Ackles
something borrowed,Ashley Williams
hit the floorÂ            ,Jodi Lyn O'Keefe
black knight,Tom Wilkinson
the bad news bears,Tatum O'Neal
street fighter,Ming-Na Wen
the pianist,Emilia Fox
from hell,Johnny Depp
the nativity story,Keisha Castle-Hughes
closer,Natalie Portman
j. edgar,Leonardo DiCaprio
mirrors,Jason Flemyng
queen of the damned,Aaliyah
predator 2,Adam Baldwin
untraceable,Billy Burke
blast from the past,Brendan Fraser
flash gordon,Brian Blessed
jersey girl,Stephen Root
alex cross,Cicely Tyson
midnight in the garden of good and evil,Kevin Spacey
nanny mcphee returns,Daniel Mays
hoffa,Frank Whaley
the x files: i want to believe,Mitch Pileggi
ella enchanted,Anne Hathaway
concussion,Will Smith
valiant,Jim Broadbent
wonder boys,Robert Downey Jr.
superhero movie,Drake Bell
broken city,Alona Tal
cursed,Shannon Elizabeth
premium rush,Joseph Gordon-Levitt
hot pursuit,Jim Gaffigan
the four feathers,Djimon Hounsou
parker,Jason Statham
wimbledon,Kirsten Dunst
furry vengeance,Brendan Fraser
bait,Alex Russell
krull,Liam Neeson
lions for lambs,Meryl Streep
flight of the intruder,Rosanna Arquette
walk hard: the dewey cox story,Tim Meadows
the shipping news,Kevin Spacey
american outlaws,Gregory Smith
the young victoria,Michiel Huisman
whiteout,Tom Skerritt
the tree of life,Brad Pitt
knock off,Paul Sorvino
the order,Heath Ledger
punisher: war zone,Julie Benz
zoom,Kevin Zegers
the walk,Joseph Gordon-Levitt
warriors of virtue,Marley Shelton
a good year,Archie Panjabi
lutherÂ            ,Ruth Wilson
radio flyer,Adam Baldwin
"blood in, blood out",Delroy Lindo
smilla's sense of snow,Jim Broadbent
femme fatale,Peter Coyote
lion of the desert,Oliver Reed
the horseman on the roof,Olivier Martinez
ride with the devil,Jeremy W. Auman
biutiful,Maricel Ãlvarez
bandidas,Salma Hayek
black water transit,Bill Cobbs
the maze runner,Ki Hong Lee
unfinished business,Tom Wilkinson
the age of innocence,Richard E. Grant
the fountain,Hugh Jackman
chill factor,David Paymer
stolen,Nicolas Cage
ponyo,Rumi Hiiragi
the longest ride,Tiago Riani
i dreamed of africa,Liam Aiken
playing for keeps,Gerard Butler
mandela: long walk to freedom,Terry Pheto
reds,Paul Sorvino
a few good men,Tom Cruise
exit wounds,Michael Jai White
big momma's house,Nia Long
thunder and the house of magic,Kyle Hebert
the darkest hour,Max Minghella
