director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
James Mangold,Tom Cruise,Marc Blucas,Jordi MollÃÂ ,Action Comedy Romance,knight and day,Tom Cruise Marc Blucas Jordi MollÃÂ  James Mangold Action Comedy Romance
Joseph Kosinski,Morgan Freeman,Tom Cruise,ZoÃÂ« Bell,Action Adventure Mystery Sci-Fi,oblivion,Morgan Freeman Tom Cruise ZoÃÂ« Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolverine,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,windtalkers,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
Roger Donaldson,Jamie RenÃÂ©e Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,dante's peak,Jamie RenÃÂ©e Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,san andreas,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,tomorrow never dies,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,the patriot,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,mr. & mrs. smith,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,the green hornet,Christoph Waltz Tom Wilkinson Chad L. Coleman Michel Gondry Action Comedy Crime Sci-Fi Thriller
unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime,the a-teamÃÂ            ,George Peppard Dirk Benedict Dwight Schultz unknown Action Adventure Crime
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War,300: rise of an empire,Eva Green Sullivan Stapleton Peter Mensah Noam Murro Action Drama Fantasy War
Robert Schwentke,Naomi Watts,Theo James,ZoÃÂ« Kravitz,Action Adventure Mystery Sci-Fi Thriller,allegiant,Naomi Watts Theo James ZoÃÂ« Kravitz Robert Schwentke Action Adventure Mystery Sci-Fi Thriller
Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action Drama Sci-Fi Sport,real steel,Hugh Jackman Torey Michael Adkins Olga Fonda Shawn Levy Action Drama Sci-Fi Sport
Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller,speed 2: cruise control,Jason Patric Temuera Morrison Lois Chiles Jan de Bont Action Crime Romance Thriller
Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action Sci-Fi,ender's game,Harrison Ford Moises Arias Aramis Knight Gavin Hood Action Sci-Fi
Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller,live free or die hard,Bruce Willis Jonathan Sadowski Cyril Raffaelli Len Wiseman Action Adventure Thriller
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action Mystery Sci-Fi Thriller,"i, robot",Will Smith Bruce Greenwood Chi McBride Alex Proyas Action Mystery Sci-Fi Thriller
Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War,kingdom of heaven,Liam Neeson Orlando Bloom Philip Glenister Ridley Scott Action Adventure Drama History War
Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action Crime Thriller,gone in sixty seconds,Nicolas Cage Angelina Jolie Pitt Robert Duvall Dominic Sena Action Crime Thriller
Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance,gladiator,Djimon Hounsou Connie Nielsen Oliver Reed Ridley Scott Action Drama Romance
Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action Mystery Sci-Fi Thriller,minority report,Tom Cruise Frank Grillo Jessica Capshaw Steven Spielberg Action Mystery Sci-Fi Thriller
James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action Sci-Fi,terminator 2: judgment day,Joe Morton Jenette Goldstein S. Epatha Merkerson James Cameron Action Sci-Fi
James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action Comedy Thriller,true lies,Jamie Lee Curtis Tia Carrere Tom Arnold James Cameron Action Comedy Thriller
Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Action Crime Thriller,the taking of pelham 1 2 3,Denzel Washington Ramon Rodriguez Michael Rispoli Tony Scott Action Crime Thriller
Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Action Comedy Crime,the other guys,Dwayne Johnson Will Ferrell Derek Jeter Adam McKay Action Comedy Crime
Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Action Drama Mystery Thriller,eraser,Vanessa Williams James Coburn Roma Maffia Chuck Russell Action Drama Mystery Thriller
Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Action Adventure Thriller,the expendables 2,Jason Statham Sylvester Stallone Bruce Willis Simon West Action Adventure Thriller
Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action Adventure Comedy Family Mystery,national treasure,Nicolas Cage Armando Riesco Annie Parisse Jon Turteltaub Action Adventure Comedy Family Mystery
Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action Adventure Family Fantasy,eragon,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action Fantasy Horror Mystery,end of days,CCH Pounder Mark Margolis Udo Kier Peter Hyams Action Fantasy Horror Mystery
Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action Adventure Fantasy,batman forever,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Action Sci-Fi War,starship troopers,Jake Busey Patrick Muldoon Seth Gilliam Paul Verhoeven Action Sci-Fi War
Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Action Adventure Animation Family Fantasy,legend of the guardians: the owls of ga'hoole,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action Crime Fantasy Romance Thriller,catwoman,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Action Adventure Thriller,the expendables 3,Jason Statham Sylvester Stallone Harrison Ford Patrick Hughes Action Adventure Thriller
Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Action Adventure Biography Drama History Thriller,in the heart of the sea,Chris Hemsworth Benjamin Walker Frank Dillane Ron Howard Action Adventure Biography Drama History Thriller
Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Action Comedy Sci-Fi,the adventures of pluto nash,Rosario Dawson Randy Quaid Burt Young Ron Underwood Action Comedy Sci-Fi
Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Action Drama Thriller War,green zone,Matt Damon Sean Huze Igal Naor Paul Greengrass Action Drama Thriller War
Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action Adventure Fantasy Thriller,the mummy returns,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action Adventure Sci-Fi,the fifth element,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action Adventure Drama Fantasy,the lord of the rings: the return of the king,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action Adventure Drama Fantasy
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the two towers,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,Action Adventure Fantasy,seventh son,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action Adventure Fantasy
Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Action Adventure Fantasy Thriller,lara croft: tomb raider,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action Adventure Fantasy Thriller
Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,Action Adventure Sci-Fi Thriller,jurassic park iii,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action Adventure Sci-Fi Thriller
Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,Action Drama Sci-Fi Thriller,rise of the planet of the apes,James Franco David Oyelowo Tyler Labine Rupert Wyatt Action Drama Sci-Fi Thriller
John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,Action Thriller,a good day to die hard,Bruce Willis Cole Hauser Megalyn Echikunwoke John Moore Action Thriller
Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,Action Adventure Animation Family,the incredibles,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action Adventure Animation Family
Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,Action Adventure Comedy,cutthroat island,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action Adventure Comedy
Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,Action Thriller,unstoppable,Denzel Washington Rosario Dawson Ethan Suplee Tony Scott Action Thriller
Brett Ratner,Mei MelanÃÂ§on,John Lone,Harris Yulin,Action Comedy Crime Thriller,rush hour 2,Mei MelanÃÂ§on John Lone Harris Yulin Brett Ratner Action Comedy Crime Thriller
Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,Action Adventure Animation Comedy Family,ice age: dawn of the dinosaurs,Denis Leary Maile Flanagan Kelly Keaton Carlos Saldanha Action Adventure Animation Comedy Family
McG,Bill Murray,LL Cool J,Kelly Lynch,Action Adventure Comedy Crime Thriller,charlie's angels,Bill Murray LL Cool J Kelly Lynch McG Action Adventure Comedy Crime Thriller
Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Action Comedy,tropic thunder,Robert Downey Jr. Steve Coogan Brandon T. Jackson Ben Stiller Action Comedy
John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Action Adventure Thriller,die hard with a vengeance,Bruce Willis Aldis Hodge Kevin Chamberlin John McTiernan Action Adventure Thriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Action Adventure Crime Mystery Thriller,sherlock holmes,Robert Downey Jr. Eddie Marsan Robert Maillet Guy Ritchie Action Adventure Crime Mystery Thriller
Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,Action Adventure Animation Family Fantasy Sci-Fi,atlantis: the lost empire,Leonard Nimoy Jim Varney Cree Summer Gary Trousdale Action Adventure Animation Family Fantasy Sci-Fi
Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,Action Comedy,you don't mess with the zohan,Adam Sandler Sayed Badreya Kevin Nealon Dennis Dugan Action Comedy
Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,Action Animation Comedy Sci-Fi,pixels,Peter Dinklage Adam Sandler Josh Gad Chris Columbus Action Animation Comedy Sci-Fi
Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,Action Horror Sci-Fi Thriller,hollow man,Greg Grunberg Kim Dickens Joey Slotnick Paul Verhoeven Action Horror Sci-Fi Thriller
Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Action Adventure Fantasy,lara croft tomb raider: the cradle of life,Gerard Butler Angelina Jolie Pitt Djimon Hounsou Jan de Bont Action Adventure Fantasy
Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Action Adventure Comedy Crime Mystery Thriller,now you see me 2,Daniel Radcliffe Morgan Freeman Sanaa Lathan Jon M. Chu Action Adventure Comedy Crime Mystery Thriller
Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,Action Crime Thriller,spy game,Brad Pitt Stephen Dillane Catherine McCormack Tony Scott Action Crime Thriller
Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,Action Drama Sci-Fi Thriller,volcano,Don Cheadle Anne Heche Gaby Hoffmann Mick Jackson Action Drama Sci-Fi Thriller
Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,Action Crime Drama Thriller,the devil's own,Harrison Ford Brad Pitt Natascha McElhone Alan J. Pakula Action Crime Drama Thriller
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action Adventure Sci-Fi,fantastic four,Tim Blake Nelson Reg E. Cathey Tim Heidecker Josh Trank Action Adventure Sci-Fi
Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant,Action Family Fantasy Musical,the nutcracker in 3d,Shirley Henderson Nathan Lane Richard E. Grant Andrey Konchalovskiy Action Family Fantasy Musical
Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,Action Adventure Drama Thriller,twister,Philip Seymour Hoffman Alan Ruck Jami Gertz Jan de Bont Action Adventure Drama Thriller
Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,Action Mystery Thriller,the bourne supremacy,Matt Damon Joan Allen Oksana Akinshina Paul Greengrass Action Mystery Thriller
Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,Action Adventure Drama Thriller,air force one,Harrison Ford Gary Oldman Dean Stockwell Wolfgang Petersen Action Adventure Drama Thriller
Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,Action Adventure Romance,the three musketeers,Milla Jovovich Logan Lerman Orlando Bloom Paul W.S. Anderson Action Adventure Romance
Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,Action Crime Mystery Thriller,safe house,Denzel Washington Ryan Reynolds Sam Shepard Daniel Espinosa Action Crime Mystery Thriller
Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Action Comedy Crime,tower heist,Matthew Broderick Gabourey Sidibe Judd Hirsch Brett Ratner Action Comedy Crime
Tony Scott,Will Smith,Jake Busey,Lisa Bonet,Action Crime Drama Mystery Thriller,enemy of the state,Will Smith Jake Busey Lisa Bonet Tony Scott Action Crime Drama Mystery Thriller
Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,Action Adventure Comedy Thriller,the rundown,Dwayne Johnson Rosario Dawson Ewen Bremner Peter Berg Action Adventure Comedy Thriller
John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,Action Adventure Comedy Fantasy,last action hero,F. Murray Abraham Tom Noonan Joan Plowright John McTiernan Action Adventure Comedy Fantasy
Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Action Crime Thriller,the fast and the furious: tokyo drift,Amber Stevens West Zachery Ty Bryan Nikki Griffin Justin Lin Action Crime Thriller
Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,Action Drama Thriller,collateral damage,Raymond Cruz Rick Worthy Jsu Garcia Andrew Davis Action Drama Thriller
Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,Action Comedy Fantasy Romance,scott pilgrim vs. the world,Anna Kendrick Kieran Culkin Ellen Wong Edgar Wright Action Comedy Fantasy Romance
Jon Amiel,Glenn Morshower,TchÃÂ©ky Karyo,Rekha Sharma,Action Adventure Sci-Fi Thriller,the core,Glenn Morshower TchÃÂ©ky Karyo Rekha Sharma Jon Amiel Action Adventure Sci-Fi Thriller
Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,Action Comedy Family Fantasy,cats & dogs: the revenge of kitty galore,Jack McBrayer Sean Hayes Katt Williams Brad Peyton Action Comedy Family Fantasy
Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,Action Adventure Sci-Fi Thriller,jumper,Kristen Stewart Hayden Christensen Tom Hulce Doug Liman Action Adventure Sci-Fi Thriller
Guillermo del Toro,Seth MacFarlane,IvÃÂ¡n KamarÃÂ¡s,Brian Steele,Action Adventure Fantasy Horror Sci-Fi,hellboy ii: the golden army,Seth MacFarlane IvÃÂ¡n KamarÃÂ¡s Brian Steele Guillermo del Toro Action Adventure Fantasy Horror Sci-Fi
Roger Spottiswoode,Robert Duvall,Michael Rapaport,Tony Goldwyn,Action Mystery Sci-Fi Thriller,the 6th day,Robert Duvall Michael Rapaport Tony Goldwyn Roger Spottiswoode Action Mystery Sci-Fi Thriller
Sylvester Stallone,Jason Statham,Sylvester Stallone,Jet Li,Action Adventure Thriller,the expendables,Jason Statham Sylvester Stallone Jet Li Sylvester Stallone Action Adventure Thriller
Brian De Palma,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,Action Adventure Thriller,mission: impossible,Tom Cruise Kristin Scott Thomas Vanessa Redgrave Brian De Palma Action Adventure Thriller
Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,Action,batman returns,Michael Gough Vincent Schiavelli Andrew Bryniarski Tim Burton Action
Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall,Action Drama Romance Sci-Fi Thriller,deep impact,Morgan Freeman Jon Favreau Robert Duvall Mimi Leder Action Drama Romance Sci-Fi Thriller
